ctg_id	start	stop	strand	reported_bnumbers	valid_bnumbers	type
CCTG383	394835	396363	-	b0376	b0376	CTG
CCTG384	396380	398554	+	b0377,b0378	b0377	CTG
CCTG385	396553	398966	+	b0377,b0378	b0377,b0378	CTG
CCTG386	397837	399292	+	b0377,b0378	b0378	CTG
CCTG387	399025	399333	-	b0379	b0379	CTG
CCTG388	399454	399805	+	b0380	b0380	CTG
CCTG389	399626	400951	-	b0381	b0381	CTG
CCTG390	401318	403436	+	b0382,b0383,b0384	b0382,b0383	CTG
CCTG391	401319	401646	+	b0382	b0382	CTG
CCTG392	401706	403652	+	b0383,b0384	b0383,b0384	CTG
CCTG393	403231	403601	+	b0384	b0384	CTG
CCTG394	403687	404818	+	b0385	b0385	CTG
CCTG395	404506	405686	-	b0386	b0386	CTG
CCTG396	405741	407275	+	b0387,b0388,b0389	b0387,b0388,b0389	CTG
CCTG397	405741	409606	+	b0387,b0388,b0389,b0390,b0391,b0392	b0387,b0388,b0389,b0390,b0391,b0392	CTG
CCTG398	405764	406222	+	b0387	b0387	CTG
CCTG399	406277	408433	+	b0388,b0389,b0390,b0391,b0388,b0389,b0390	b0388,b0389,b0390	CTG
CCTG400	406353	407377	+	b0388,b0389	b0388,b0389	CTG
CCTG401	406979	408105	+	b0389,b0390	b0389,b0390	CTG
CCTG402	407400	408105	+	b0390	b0390	CTG
CCTG403	408146	409091	+	b0391,b0392	b0391,b0392	CTG
CCTG404	408148	408461	+	b0391	b0391	CTG
CCTG405	408234	410049	-	b0393	b0393	CTG
CCTG406	408574	408950	+	b0392	b0392	CTG
CCTG407	408947	409030	+	b4732	b4732	CTG
CCTG408	410119	411578	+	b0394	b0394	CTG
CCTG409	411167	412529	-	b0396	b0396	CTG
CCTG410	412607	416977	-	b0398,b0397	b0397,b0398	CTG
CCTG411	412987	416976	-	b0398,b0397	b0398	CTG
CCTG412	417100	419245	+	b0399,b0400	b0399,b0400	CTG
CCTG413	419420	422549	+	b0401,b0402,b0401,b0402,b0403	b0401,b0402	CTG
CCTG414	420747	422416	+	b0401,b0402	b0402	CTG
CCTG415	422484	424754	+	b0403	b0403	CTG
CCTG416	424337	424918	-	b0404	b0404	CTG
CCTG417	424985	426081	+	b0405	b0405	CTG
CCTG418	424985	428982	+	b0405,b0406,b0407,b0408	b0405,b0406,b0407	CTG
CCTG419	426053	430322	+	b0405,b0406,b0407,b0408,b0409	b0406,b0407,b0408	CTG
CCTG420	426055	427786	+	b0406,b0407	b0406,b0407	CTG
CCTG421	426756	430372	+	b0406,b0407,b0408,b0409	b0407,b0408	CTG
CCTG422	427204	427788	+	b0406,b0407,b0408	b0407	CTG
CCTG423	427204	430891	+	b0406,b0407,b0408,b0409,b0410,b0407,b0408,b0409	b0407,b0408,b0409	CTG
CCTG424	430404	432245	-	b0411	b0411	CTG
CCTG425	430575	431790	+	b0410	b0410	CTG
CCTG426	432312	432851	-	b0412	b0412	CTG
CCTG427	432976	436888	+	b0413,b0414,b0415,b0416,b0417,b0418	b0413,b0414,b0415,b0416,b0417	CTG
CCTG428	432976	437326	+	b0413,b0414,b0415,b0416,b0417,b0418	b0413,b0414,b0415,b0416,b0417,b0418	CTG
CCTG429	434504	437107	+	b0415,b0416,b0417,b0418	b0415,b0416,b0417,b0418	CTG
CCTG430	434614	437103	+	b0415,b0416,b0417,b0418	b0415,b0416,b0417	CTG
CCTG431	436580	437413	+	b0417,b0418	b0418	CTG
CCTG432	436676	438284	-	b0419	b0419	CTG
CCTG433	437161	441373	-	b0422,b0421,b0420,b0419	b0419,b0420,b0421,b0422	CTG
CCTG434	437627	441545	-	b0422,b0421,b0420,b0419,b0422,b0421,b0420	b0420,b0421,b0422	CTG
CCTG435	441468	443084	+	b0423	b0423	CTG
CCTG436	442400	444560	-	b0425,b0424	b0424,b0425	CTG
CCTG437	444430	446687	-	b0427,b0425,b0427	b0427	CTG
CCTG438	444602	445612	+	b0426	b0426	CTG
CCTG439	446654	450830	-	b0432,b0431,b0430,b0429,b0428,b0427,b0432,b0431,b0430,b0429,b0428	b0428,b0429,b0430,b0431	CTG
CCTG440	446773	450505	-	b0431,b0430,b0429,b0428	b0428,b0429,b0430	CTG
CCTG441	446815	451653	-	b0432,b0431,b0430,b0429,b0428	b0428,b0429,b0430,b0431,b0432	CTG
CCTG442	446928	450637	-	b0431,b0430,b0429,b0428	b0429,b0430	CTG
CCTG443	447031	451653	-	b0432,b0431,b0430,b0429,b0428	b0429,b0430,b0431,b0432	CTG
CCTG444	447415	451571	-	b0432,b0431,b0430,b0429,b0428	b0429,b0430,b0431	CTG
CCTG445	447891	451004	-	b0432,b0431,b0430,b0429	b0430,b0431	CTG
CCTG446	448345	451594	-	b0432,b0431,b0430	b0431	CTG
CCTG447	451123	454210	-	b0434,b0433,b0432,b0434,b0433	b0433,b0434	CTG
CCTG448	452070	453545	-	b0433	b0433	CTG
CCTG449	453557	454210	-	b0434	b0434	CTG
CCTG450	454349	454865	+	b0435	b0435	CTG
CCTG451	454833	456496	+	b0436	b0436	CTG
CCTG452	454833	458759	+	b0436,b0437,b0438	b0436,b0437,b0438	CTG
CCTG453	456554	460470	+	b0437,b0438,b0437,b0438,b0439	b0437,b0438	CTG
CCTG454	457201	460642	+	b0437,b0438,b0439	b0438	CTG
CCTG455	457202	461242	+	b0438,b0439	b0438,b0439	CTG
CCTG456	458724	462007	+	b0439,b0440,b0439,b0440,b0441	b0439,b0440	CTG
CCTG457	458728	458784	-	ECK120002574	ECK120002574	CTG
CCTG458	458812	461310	+	b0439	b0439	CTG
CCTG459	461305	461784	+	b0440	b0440	CTG
CCTG460	461331	463856	+	b0440,b0441	b0440,b0441	CTG
CCTG461	461819	463858	+	b0441	b0441	CTG
CCTG462	461852	465129	+	b0441,b0442,b0443	b0441,b0442,b0443	CTG
CCTG463	463937	464308	+	b0442	b0442	CTG
CCTG464	464360	464800	+	b0443	b0443	CTG
CCTG465	464483	465572	-	b0444	b0444	CTG
CCTG466	465612	467312	-	b0445	b0445	CTG
CCTG467	467382	468356	+	b0446	b0446	CTG
CCTG468	468352	468841	+	b0447	b0447	CTG
CCTG469	468356	471778	+	b0447,b0448,b0449	b0447,b0448	CTG
CCTG470	468871	472417	+	b0448,b0449	b0448,b0449	CTG
CCTG471	472556	474301	+	b0450,b0451	b0450,b0451	CTG
CCTG472	474027	475201	-	b0452	b0452	CTG
CCTG473	475379	475951	+	b0453	b0453	CTG
CCTG474	475982	476371	-	b0454	b0454	CTG
CCTG475	476448	476561	+	b0455	b0455	CTG
CCTG476	476672	477025	+	b0456	b0456	CTG
CCTG477	477067	478617	-	b0457	b0457	CTG
CCTG478	478781	479288	-	b0458	b0458	CTG
CCTG479	478879	479944	-	b0459,b0458,b0459	b0459	CTG
CCTG480	479178	480424	-	b0461,b0460,b0459,b0458	b0459,b0460	CTG
CCTG481	479525	480795	-	b0461,b0460,b0459,b0461,b0460	b0460,b0461	CTG
CCTG482	481212	485698	-	b0463,b0462	b0462,b0463	CTG
CCTG483	481254	484685	-	b0462	b0462	CTG
CCTG484	481264	486086	-	b0463,b0462	b0463	CTG
CCTG485	485699	486408	+	b0464	b0464	CTG
CCTG486	486488	490218	+	b0465	b0465	CTG
CCTG487	490110	490812	-	b0467,b0466	b0466,b0467	CTG
CCTG488	490858	493947	+	b0468,b0469,b0470	b0468,b0469	CTG
CCTG489	490882	491259	+	b0468	b0468	CTG
CCTG490	491310	492043	+	b0469	b0469	CTG
CCTG491	491310	494993	+	b0469,b0470,b0471,b0472	b0469,b0470,b0471	CTG
CCTG492	492054	495132	+	b0470,b0471,b0472,b0470,b0471,b0472,b0473	b0470,b0471,b0472	CTG
CCTG493	492056	494023	+	b0470	b0470	CTG
CCTG494	493709	495914	+	b0471,b0472,b0470,b0471,b0472,b0473	b0471,b0472	CTG
CCTG495	494817	497287	+	b0473,b0473,b0474	b0473	CTG
CCTG496	495075	497940	+	b0473,b0474	b0473,b0474	CTG
CCTG497	497025	497169	+	ECK125203396	ECK125203396	CTG
CCTG498	497132	498058	+	b0474,b0474,b0475	b0474	CTG
CCTG499	498030	499395	+	b0475	b0475	CTG
CCTG500	498945	500051	-	b0476	b0476	CTG
CCTG501	500098	501797	+	b0477	b0477	CTG
CCTG502	501191	503295	-	b0478	b0478	CTG
CCTG503	503333	504754	-	b0479	b0479	CTG
CCTG504	504882	507097	+	b0480	b0480	CTG
CCTG505	506295	507111	-	b0481	b0481	CTG
CCTG506	507142	508097	-	b0482	b0482	CTG
CCTG507	507204	507287	+	b4585	b4585	CTG
CCTG508	508191	508559	+	b0483	b0483	CTG
CCTG509	508211	511411	-	b0484	b0484	CTG
CCTG510	511573	513868	+	b0485,b0486	b0485,b0486	CTG
CCTG511	513785	515825	-	b0489,b0488	b0488,b0489	CTG
CCTG512	513953	516061	+	b0487,b0490,b0487	b0487	CTG
CCTG513	515891	518188	+	b0490,b0491	b0490,b0491	CTG
CCTG514	517071	519327	-	b0494,b0493,b0492	b0492,b0493	CTG
CCTG515	517150	518490	-	b0492	b0492	CTG
CCTG516	517223	519797	-	b0494,b0493,b0492	b0492,b0493,b0494	CTG
CCTG517	518340	519949	-	b0494,b0493	b0493,b0494	CTG
CCTG518	519163	522875	+	b0495,b0496	b0495,b0496	CTG
CCTG519	519387	521352	+	b0495,b0496	b0495	CTG
CCTG520	523261	529130	+	b0497,b0498,b0499,b0501	b0497,b0498,b0499,b0501	CTG
CCTG521	529421	531253	-	b0503,b0502	b0502,b0503	CTG
CCTG522	529497	529592	+	b4632	b4632	CTG
CCTG523	529645	530016	-	b0502	b0502	CTG
CCTG524	529801	531253	-	b0503,b0502,b0503	b0503	CTG
CCTG525	531295	532300	-	b0504	b0504	CTG
CCTG526	532390	532933	+	b0505	b0505	CTG
CCTG527	532964	535037	+	b0506,b0506,b0507	b0506	CTG
CCTG528	532964	536540	+	b0506,b0507,b0508	b0506,b0507,b0508	CTG
CCTG529	533907	543033	+	b0507,b0508,b0509,b0511,b0512,b0513,b0514	b0507,b0508,b0509,b0511,b0512,b0513,b0514	CTG
CCTG530	538944	540508	+	b0512	b0512	CTG
CCTG531	540359	543033	+	b0513,b0514	b0513,b0514	CTG
CCTG532	541888	543033	+	b0514	b0514	CTG
CCTG533	543261	546411	-	b0517,b0516,b0515	b0515,b0516,b0517	CTG
CCTG534	546680	551332	+	b0518,b4572,b0520,b0521	b0518,b4572,b0520,b0521	CTG
CCTG535	550988	553142	-	b0523,b0522	b0522,b0523	CTG
CCTG536	551156	554558	-	b0525,b0524,b0523,b0522	b0522,b0523,b0524,b0525	CTG
CCTG537	552714	554558	-	b0525,b0524,b0523,b0525,b0524	b0524,b0525	CTG
CCTG538	553871	554490	-	b0525,b0524	b0525	CTG
CCTG539	554576	556852	+	b0526	b0526	CTG
CCTG540	556032	556553	-	b0527	b0527	CTG
CCTG541	556522	557781	-	b0529,b0528,b0527,b0529,b0528	b0528,b0529	CTG
CCTG542	558212	558754	+	b0530	b0530	CTG
CCTG543	558974	562300	+	b0531,b0532	b0531,b0532	CTG
CCTG544	562336	563845	+	b0533,b0534	b0533,b0534	CTG
CCTG545	563848	564480	-	b0535	b0535	CTG
CCTG546	564568	566013	-	b0537	b0537	CTG
CCTG547	564703	564799	+	b0536	b0536	CTG
CCTG548	565858	566079	-	b4633	b4633	CTG
CCTG549	566098	566361	-	b0539	b0539	CTG
CCTG550	566684	568247	+	b0542	b0542	CTG
CCTG551	566828	568707	+	b0540,b0541,b0542,b0543	b0540,b0541,b0543	CTG
CCTG552	566842	568004	+	ECK120023909,b0540,b0541	ECK120023909,b0540,b0541	CTG
CCTG553	568315	568647	+	b0543	b0543	CTG
CCTG554	568695	568844	+	b4733	b4733	CTG
CCTG555	568902	570428	+	b0544	b0544	CTG
CCTG556	570893	572251	+	b0545,b0546	b0545,b0546	CTG
CCTG557	572368	572469	+	b4588	b4588	CTG
CCTG558	572466	573870	+	b0547,b0548,b0549,b0550,b4509	b0547,b0548,b0549,b0550,b4509	CTG
CCTG559	573588	573754	-	ECK125122009	ECK125122009	CTG
CCTG560	573669	576870	-	b0553,b0552	b0553,b0552	CTG
CCTG561	573956	574339	+	b0551	b0551	CTG
CCTG562	574529	576825	-	b0553	b0553	CTG
CCTG563	574737	575717	-	b0552	b0552	CTG
CCTG564	576873	578568	+	b0554,b0555,b0556	b0554,b0555,b0556	CTG
CCTG565	578221	578921	-	b0557	b0557	CTG
CCTG566	578327	578509	+	b4510	b4510	CTG
CCTG567	579184	579594	-	b0558	b0558	CTG
CCTG568	579880	580086	+	b0559	b0559	CTG
CCTG569	580251	580445	-	b4589	b4589	CTG
CCTG570	580834	581379	+	b0560	b0560	CTG
CCTG571	581354	581662	+	b4634	b4634	CTG
CCTG572	581534	582097	+	b0561	b0561	CTG
CCTG573	582152	582806	-	b0562	b0562	CTG
CCTG574	582875	583060	+	b0563	b0563	CTG
CCTG575	583567	584430	+	b0564	b0564	CTG
CCTG576	584198	585665	-	b0565	b0565	CTG
CCTG577	584680	586908	-	b0566,b0565	b0565,b0566	CTG
CCTG578	587047	591260	-	b0569,b0568,b0567	b0567,b0568	CTG
CCTG579	587091	587981	-	b0567	b0567	CTG
CCTG580	587755	591260	-	b0569,b0568,b0567	b0568	CTG
CCTG581	587982	593178	-	b0569,b0568	b0568,b0569	CTG
CCTG582	589813	593211	-	b0569,b0568	b0569	CTG
CCTG583	593328	595462	-	b0571,b0570	b0570,b0571	CTG
CCTG584	595573	597731	+	b0572,b0573,b0574	b0572,b0573	CTG
CCTG585	595573	601857	+	b0572,b0573,b0574,b0575	b0572,b0573,b0574,b0575	CTG
CCTG586	601929	603413	+	b0576	b0576	CTG
CCTG587	602932	604683	-	b0577	b0577	CTG
CCTG588	603051	605453	-	b0578,b0577	b0577,b0578	CTG
CCTG589	604470	605912	-	b0579,b0578,b0577	b0578,b0579	CTG
CCTG590	604726	605453	-	b0578	b0578	CTG
CCTG591	605518	605886	-	b0579	b0579	CTG
CCTG592	605951	606199	-	b0580	b0580	CTG
CCTG593	606265	607383	-	b0581	b0581	CTG
CCTG594	607731	607988	+	b4415	b4415	CTG
CCTG595	607734	607792	+	b4700	b4700	CTG
CCTG596	608065	609177	+	b0582	b0582	CTG
CCTG597	608769	612668	-	b0584,b0583	b0583,b0584	CTG
CCTG598	610131	612668	-	b0584	b0584	CTG
CCTG599	612687	615860	+	b0585,b4511,b0586	b0585,b4511	CTG
CCTG600	612687	619387	+	b0585,b4511,b0586,b0587	b0585,b4511,b0586,b0587	CTG
CCTG601	619220	622234	-	b0590,b0589,b0588	b0588,b0589,b0590	CTG
CCTG602	620007	622234	-	b0590,b0589,b0588	b0589,b0590	CTG
CCTG603	622253	624151	+	b0591	b0591	CTG
CCTG604	623266	624727	-	b0592	b0592	CTG
CCTG605	624830	629573	+	b0593,b0594,b0595,b0596,b0597	b0593,b0594,b0595,b0596	CTG
CCTG606	624831	629713	+	b0593,b0594,b0595,b0596,b0597	b0593,b0594,b0595,b0596,b0597	CTG
CCTG607	624871	629049	+	b0593,b0594,b0595,b0596	b0593,b0594,b0595	CTG
CCTG608	629292	629713	+	b0597	b0597	CTG
CCTG609	629847	632373	+	b0598,b4512,b0598	b0598	CTG
CCTG610	629855	632452	+	b0598,b4512	b0598,b4512	CTG
CCTG611	631793	632787	+	b0598,b4512,b4512	b4512	CTG
CCTG612	631977	633523	-	b0599	b0599	CTG
CCTG613	633556	634976	+	b0600	b0600	CTG
CCTG614	634747	635376	-	b0601	b0601	CTG
CCTG615	635349	636686	-	b0602	b0602	CTG
CCTG616	636716	637618	-	b0603	b0603	CTG
CCTG617	637827	638800	-	b0604	b0604	CTG
CCTG618	638628	640571	+	b0605,b0605,b0606	b0605	CTG
CCTG619	638693	641318	+	b0605,b0606	b0605,b0606	CTG
CCTG620	639002	641318	+	b0606	b0606	CTG
CCTG621	641343	641903	-	b0607	b0607	CTG
CCTG622	642088	643326	+	b0608	b0608	CTG
CCTG623	643330	643419	-	b4734	b4734	CTG
CCTG624	643496	645034	-	b0611,b0610	b0610,b0611	CTG
CCTG625	643557	643967	-	b0610	b0610	CTG
CCTG626	644017	645034	-	b0611	b0611	CTG
CCTG627	645117	646580	-	b0612	b0612	CTG
CCTG628	646631	652039	-	b0618,b0617,b0616,b0615,b0614,b0613	b0613,b0614,b0615,b0616,b0617,b0618	CTG
CCTG629	651984	654542	+	b0619,b0620	b0619,b0620	CTG
CCTG630	652598	654753	+	b0619,b0620	b0620	CTG
CCTG631	653992	656083	-	b0621	b0621	CTG
CCTG632	656526	657117	+	b0622	b0622	CTG
CCTG633	657147	657703	+	b0623	b0623	CTG
CCTG634	657555	657938	-	b0624	b0624	CTG
CCTG635	658031	658818	+	b4581	b4581	CTG
CCTG636	658947	659150	+	b0627	b0627	CTG
CCTG637	659076	660301	-	b0628	b0628	CTG
CCTG638	660425	661378	-	b0629	b0629	CTG
CCTG639	660752	664001	-	b0632,b0631,b0630,b0629,b0632,b0631,b0630	b0630,b0631,b0632	CTG
CCTG640	661516	662309	-	b0630	b0630	CTG
CCTG641	661597	662706	-	b0631,b0630	b0630,b0631	CTG
CCTG642	661720	665332	-	b0634,b0633,b0632,b0631,b0630,b0634,b0633,b0632,b0631	b0631,b0632,b0633	CTG
CCTG643	662379	662642	-	b0631	b0631	CTG
CCTG644	662669	664001	-	b0632	b0632	CTG
CCTG645	664102	669072	-	b0637,b0636,b0635,b0634,b0633	b0633,b0634,b0635,b0636,b0637	CTG
CCTG646	665099	669070	-	b0637,b0636,b0635,b0634,b0633	b0634,b0635,b0636,b0637	CTG
CCTG647	665309	669223	-	b0637,b0636,b0635,b0634	b0635,b0636,b0637	CTG
CCTG648	666801	669223	-	b0637,b0636,b0635	b0636,b0637	CTG
CCTG649	667393	670902	-	b0640,b0639,b0638,b0637,b0636,b0635	b0636,b0637,b0638,b0639	CTG
CCTG650	669296	674783	-	b0642,b0641,b0640,b0639,b0638	b0638,b0639,b0640,b0641,b0642	CTG
CCTG651	669361	670902	-	b0640,b0639,b0638	b0639	CTG
CCTG652	670363	674922	-	b0642,b0641,b0640,b0639	b0640,b0641,b0642	CTG
CCTG653	670657	674922	-	b0642,b0641,b0640	b0641,b0642	CTG
CCTG654	670670	672972	-	b0642,b0641,b0640	b0641	CTG
CCTG655	674993	675500	+	b0643	b0643	CTG
CCTG656	675570	676547	-	b0644	b0644	CTG
CCTG657	676711	678842	+	b0645,b0646	b0645,b0646	CTG
CCTG658	678852	679406	-	b0647	b0647	CTG
CCTG659	679508	681663	+	b0648,b0649	b0648,b0649	CTG
CCTG660	681525	684438	-	b0651,b0650	b0650,b0651	CTG
CCTG661	681723	683393	-	b0650	b0650	CTG
CCTG662	682310	684438	-	b0651,b0650,b0651	b0651	CTG
CCTG663	684445	687820	-	b0655,b0654,b0653,b0652	b0652,b0653,b0654,b0655	CTG
CCTG664	684530	687896	-	b0655,b4763,b0654,b0653,b0652	b0652,b0653,b0654,b4763,b0655	CTG
CCTG665	685158	689004	-	b0656,b0655,b0654,b0653,b0652	b0653,b0654,b0655,b0656	CTG
CCTG666	685542	689004	-	b0656,b0655,b0654,b0653	b0654,b0655,b0656	CTG
CCTG667	687997	688977	-	b0656	b0656	CTG
CCTG668	688889	691882	-	b0659,b0658,b0657,b0656,b0659,b0658,b0657,b0658,b0657	b0657,b0658	CTG
CCTG669	689231	693469	-	b0660,b0659,b0658,b0657	b0657,b0658,b0659,b0660	CTG
CCTG670	689753	692288	-	b0659,b0658,b0657	b0658	CTG
CCTG671	689974	693469	-	b0660,b0659,b0658,b0657	b0658,b0659,b0660	CTG
CCTG672	690818	694990	-	b0661,b0660,b0659,b0658,b0657	b0658,b0659,b0660,b0661	CTG
CCTG673	691387	694990	-	b0661,b0660,b0659,b0658	b0659,b0660,b0661	CTG
CCTG674	691390	693469	-	b0660,b0659,b0658,b0660,b0659	b0659,b0660	CTG
CCTG675	693438	695020	-	b0661	b0661	CTG
CCTG676	695076	697265	+	b0662	b0662	CTG
CCTG677	696392	696830	-	b0668,b0666,b0665,b0664	b0664,b0665,b0666,b0668	CTG
CCTG678	696392	697163	-	b0673,b0672,b0670,b0668,b0666,b0665,b0664	b0664,b0665,b0666,b0668,b0670,b0672,b0673	CTG
CCTG679	696706	699222	-	b0674,b0673,b0672,b0670,b0668,b0666	b0668,b0670,b0672,b0673,b0674	CTG
CCTG680	696840	699222	-	b0674,b0673,b0672,b0670	b0670,b0672,b0673,b0674	CTG
CCTG681	697471	699222	-	b0674	b0674	CTG
CCTG682	699242	700354	-	b0675	b0675	CTG
CCTG683	699392	701865	-	b0677,b0676,b0675	b0675,b0676	CTG
CCTG684	699421	703708	-	b0678,b0677,b0676,b0675	b0675,b0676,b0677,b0678	CTG
CCTG685	699630	703173	-	b0678,b0677,b0676,b0675	b0676,b0677	CTG
CCTG686	699645	703706	-	b0678,b0677,b0676,b0675	b0676,b0677,b0678	CTG
CCTG687	700374	702008	-	b0676	b0676	CTG
CCTG688	701603	703175	-	b0677	b0677	CTG
CCTG689	703640	705972	+	b0679	b0679	CTG
CCTG690	705999	708166	+	b0680	b0680	CTG
CCTG691	708236	710116	+	b0681,b0682	b0681,b0682	CTG
CCTG692	709790	710116	+	b0682	b0682	CTG
CCTG693	709931	710723	-	b4637,b0683,b0683	b0683	CTG
CCTG694	710018	711521	-	b0684,b4637,b0683	b0683,b4637,b0684	CTG
CCTG695	710118	710829	-	b4637,b0683	b0683,b4637	CTG
CCTG696	710156	711951	-	b0685,b0684,b4637,b0683	b0683,b4637,b0684,b0685	CTG
CCTG697	710696	712843	-	b0686,b0685,b0684,b4637,b0686,b0685,b0684	b0684,b0685,b0686	CTG
CCTG698	710899	711521	-	b0684	b0684	CTG
CCTG699	711605	711939	-	b0685	b0685	CTG
CCTG700	712038	712802	-	b0686	b0686	CTG
CCTG701	712850	716072	+	b0687,b0688,b0689	b0687,b0688,b0689	CTG
CCTG702	712942	715445	+	b0687,b0688,b0687,b0688,b0689	b0687,b0688	CTG
CCTG703	715412	715906	+	b0689	b0689	CTG
CCTG704	715947	716641	-	b0691	b0691	CTG
CCTG705	716946	720822	-	b4803,b0693,b0692	b0692,b0693,b4803	CTG
CCTG706	720583	720840	+	b4590	b4590	CTG
CCTG707	720987	724489	-	b0696,b0695,b0694,b0695,b0694	b0694,b0695	CTG
CCTG708	721028	724410	-	b0696,b0695,b0694	b0694	CTG
CCTG709	721178	724489	-	b0696,b0695,b0694	b0695	CTG
CCTG710	724407	728849	-	b4513,b0698,b0697,b0696	b0696,b0697,b0698,b4513	CTG
CCTG711	729134	729340	+	b0699	b0699	CTG
CCTG712	729583	734102	+	b0700,b0702	b0700,b0702	CTG
CCTG713	734220	736219	+	b0703,b0704	b0703,b0704	CTG
CCTG714	736445	736699	+	b4514	b4514	CTG
CCTG715	736900	737961	+	b0705	b0705	CTG
CCTG716	738092	738853	+	b0706	b0706	CTG
CCTG717	738920	740925	+	b0707,b0708	b0707,b0708	CTG
CCTG718	739421	740925	+	b0708	b0708	CTG
CCTG719	740924	742669	-	b0709	b0709	CTG
CCTG720	742619	747131	+	b0710,b0711,b0712,b0713,b0714	b0710,b0711,b0712,b0713,b0714	CTG
CCTG721	742628	746187	+	b0710,b0711,b0712,b0713,b0714	b0710,b0711,b0712,b0713	CTG
CCTG722	745904	746726	+	b0714	b0714	CTG
CCTG723	746669	747803	-	b0715	b0715	CTG
CCTG724	747921	752169	-	b0718,b0717,b0716	b0716,b0717,b0718	CTG
CCTG725	752229	752795	-	b0719	b0719	CTG
CCTG726	752687	754795	-	b0720,b0719,b0720	b0720	CTG
CCTG727	754658	754690	-	b4768	b4768	CTG
CCTG728	754674	754781	-	b4735	b4735	CTG
CCTG729	754954	758829	+	b0721,b0722,b0723,b0724,b0725,b0721,b0722,b0723,b0724,b0725,b0726	b0721,b0722,b0723,b0724	CTG
CCTG730	754958	765150	+	b0721,b0722,b0723,b0724,b0726,b0727,b0728,b0729,b4764	b0721,b0722,b0723,b0724,b0726,b0727,b0728,b0729,b4764	CTG
CCTG731	755404	758450	+	b0722,b0723,b0724	b0722,b0723,b0724	CTG
CCTG732	758586	762966	+	b0726,b0727	b0726,b0727	CTG
CCTG733	758586	765049	+	b0726,b0727,b0728,b0729	b0726,b0727,b0728,b0729	CTG
CCTG734	761183	765148	+	b0726,b0727,b0728,b0729	b0727,b0728,b0729	CTG
CCTG735	765104	765926	-	b0730	b0730	CTG
CCTG736	765811	770611	+	b0731,b0732	b0731,b0732	CTG
CCTG737	767795	770611	+	b0732	b0732	CTG
CCTG738	771078	773650	+	b0733,b0734	b0733	CTG
CCTG739	771169	774374	+	b0733,b0734,b4515,b0735	b0733,b0734,b4515	CTG
CCTG740	771169	774768	+	b0733,b0734,b4515,b0735,b0733,b0734,b4515,b0735,b0736	b0733,b0734,b4515,b0735	CTG
CCTG741	771169	775530	+	b0733,b0734,b4515,b0735,b0736,b0737	b0733,b0734,b4515,b0735,b0736	CTG
CCTG742	771170	774181	+	b0733,b0734	b0733,b0734	CTG
CCTG743	774196	774602	+	b4515,b0735	b4515,b0735	CTG
CCTG744	774710	777796	+	b0736,b0737,b0738,b0739,b0740,b0736,b0737,b0738,b0739	b0736,b0737,b0738,b0739	CTG
CCTG745	774710	779107	+	b0736,b0737,b0738,b0739,b0740,b0741	b0736,b0737,b0738,b0739,b0740	CTG
CCTG746	777328	780905	+	b0739,b0740,b0741,b0742,b0743,b0744,b0745,b0740,b0741,b0742,b0743,b0744,b0745	b0740,b0741,b0742,b0743,b0744	CTG
CCTG747	777328	781515	+	b0739,b0740,b0741,b0742,b0743,b0744,b0745,b0746,b0747,b0748	b0740,b0741,b0742,b0743,b0744,b0745,b0746,b0747,b0748	CTG
CCTG748	777393	781430	+	b0739,b0740,b0741,b0742,b0743,b0744,b0745,b0746,b0747,b0748,b0739,b0740,b0741,b0742,b0743,b0744,b0745,b0746,b0747,b0740,b0741,b0742,b0743,b0744,b0745,b0746,b0747	b0740,b0741,b0742,b0743,b0744,b0745,b0746,b0747	CTG
CCTG749	777472	780752	+	b0739,b0740,b0741,b0742,b0743	b0740,b0741,b0742,b0743	CTG
CCTG750	777472	781221	+	b0739,b0740,b0741,b0742,b0743,b0744,b0745,b0746,b0739,b0740,b0741,b0742,b0743,b0744,b0745,b0746,b0747	b0740,b0741,b0742,b0743,b0744,b0745,b0746	CTG
CCTG751	777700	781680	+	b0740,b0741,b0742,b0743,b0744,b0745,b0746,b0747,b0748,b0749	b0740,b0741,b0742,b0743,b0744,b0745,b0746,b0747,b0748,b0749	CTG
CCTG752	777740	780389	+	b0740,b0741,b0742	b0740,b0741,b0742	CTG
CCTG753	778130	781685	+	b0740,b0741,b0742,b0743,b0744,b0745,b0746,b0747,b0748,b0749	b0741,b0742,b0743,b0744,b0745,b0746,b0747,b0748,b0749	CTG
CCTG754	778917	781146	+	b0740,b0741,b0742,b0743,b0744,b0745,b0746	b0741,b0742,b0743,b0744,b0745,b0746	CTG
CCTG755	778917	781448	+	b0740,b0741,b0742,b0743,b0744,b0745,b0746,b0747,b0748	b0741,b0742,b0743,b0744,b0745,b0746,b0747,b0748	CTG
CCTG756	778953	780843	+	b0740,b0741,b0742,b0743,b0744,b0745	b0741,b0742,b0743,b0744	CTG
CCTG757	778953	781417	+	b0740,b0741,b0742,b0743,b0744,b0745,b0746,b0747,b0748	b0741,b0742,b0743,b0744,b0745,b0746,b0747	CTG
CCTG758	780511	781797	+	b0743,b0744,b0745,b0746,b0747,b0748,b0749	b0743,b0744,b0745,b0746,b0747,b0748,b0749	CTG
CCTG759	780514	780918	+	b0743,b0744,b0745	b0743,b0744,b0745	CTG
CCTG760	781068	781222	+	b0746,b0747	b0746,b0747	CTG
