"Consensus_bnumber"	"Consensus_symbol"	"Consensus_start"	"Consensus_stop"	"Consensus_strand"	"Consensus_TF"	"gene_synonyms"	"product_synonyms"	"RegulonDB_gene_id"	"RegulonDB_symbol"	"RegulonDB_bnumber"	"RegulonDB_strand"	"RegulonDB_type"	"RegulonDB_product_id"	"RegulonDB_product_name"	"RegulonDB_product_type"	"Zika_bnumber"	"Zika_symbol"	"Zika_essentiality"	"Zika_product"	"Zika_strand"	"Zika_type"	"Zika_gene_id"	"RegulonDB_start"	"RegulonDB_stop"	"RegulonDB_TF"	"Zika_start"	"Zika_stop"	"Zika_TF"
"b0058"	"rluA"	59687	60346	"-"	0	"b0058,ECK0059,ECK120002331,EG12609,rluA,yabO"	"23S rRNA and tRNA pseudouridine synthase,ECK120006806,NP_414600.1,ribosomal large subunit pseudouridine synthase A,RluA,YabO"	"ECK120002331"	"rluA"	"b0058"	"-"	NA	"ECK120006806"	"23S rRNA pseudouridine<sup>746</sup> and tRNA pseudouridine<sup>32</sup> synthase"	NA	"b0058"	"rluA"	NA	"23S rRNA pseudouridine(746) and tRNA pseudouridine(32) synthase"	"-"	"CDS"	"356"	59687	60346	0	59687	60346	NA
"b0059"	"rapA"	60358	63264	"-"	0	"b0059,ECK0060,ECK120001071,EG11083,hepA,rapA,yabA"	"ECK120005547,HepA,NP_414601.1,RapA,RNA polymerase (RNAP)-binding ATPase and RNAP recycling factor,YabA"	"ECK120001071"	"rapA"	"b0059"	"-"	NA	"ECK120005547"	"RNA polymerase-binding ATPase and RNAP recycling factor"	NA	"b0059"	"rapA"	NA	"RNA polymerase-binding ATPase and RNAP recycling factor"	"-"	"CDS"	"357"	60358	63264	0	60358	63264	NA
"b0060"	"polB"	63429	65780	"-"	0	"b0060,dinA,ECK0061,ECK120000738,EG10747,polB"	"DinA,ECK120005214,NP_414602.1,PolB"	"ECK120000738"	"polB"	"b0060"	"-"	NA	"ECK120005214"	"DNA polymerase II"	NA	"b0060"	"polB"	NA	"DNA polymerase II"	"-"	"CDS"	"358"	63429	65780	0	63429	65780	NA
"b0061"	"araD"	65855	66550	"-"	0	"araD,b0061,ECK0062,ECK120000051,EG10055"	"AraD,ECK120004527,NP_414603.1"	"ECK120000051"	"araD"	"b0061"	"-"	NA	"ECK120004527"	"L-ribulose-5-phosphate 4-epimerase AraD"	NA	"b0061"	"araD"	NA	"L-ribulose-5-phosphate 4-epimerase AraD"	"-"	"CDS"	"359"	65855	66550	0	65855	66550	NA
"b0062"	"araA"	66835	68337	"-"	0	"araA,b0062,ECK0063,ECK120000048,EG10052"	"AraA,ECK120004524,NP_414604.1"	"ECK120000048"	"araA"	"b0062"	"-"	NA	"ECK120004524"	"L-arabinose isomerase"	NA	"b0062"	"araA"	NA	"L-arabinose isomerase"	"-"	"CDS"	"360"	66835	68337	0	66835	68337	NA
"b0063"	"araB"	68348	70048	"-"	0	"araB,b0063,ECK0064,ECK120000049,EG10053"	"AraB,ECK120004525,NP_414605.1"	"ECK120000049"	"araB"	"b0063"	"-"	NA	"ECK120004525"	"ribulokinase"	NA	"b0063"	"araB"	NA	"ribulokinase"	"-"	"CDS"	"361"	68348	70048	0	68348	70048	NA
"b0064"	"araC"	70387	71265	"+"	2	"araC,b0064,ECK0065,ECK120000050,EG10054"	"AraC,ECK120004526,NP_414606.1"	"ECK120000050"	"araC"	"b0064"	"+"	NA	"ECK120004526"	"DNA-binding transcriptional dual regulator AraC"	NA	"b0064"	"araC"	"non-essential"	"DNA-binding transcriptional dual regulator AraC"	"+"	"CDS"	"13"	70387	71265	1	70387	71265	1
"b0065"	"yabI"	71351	72115	"+"	0	"b0065,ECK0066,ECK120001523,EG11571,yabI"	"ECK120005999,NP_414607.1,YabI"	"ECK120001523"	"yabI"	"b0065"	"+"	NA	"ECK120005999"	"DedA family protein YabI"	NA	"b0065"	"yabI"	NA	"DedA family protein YabI"	"+"	"CDS"	"362"	71351	72115	0	71351	72115	NA
"b0066"	"thiQ"	72229	72927	"-"	0	"b0066,ECK0067,ECK120001524,EG11572,sfuC,thiQ,yabJ"	"ECK120006000,NP_414608.1,SfuC,ThiQ,YabJ"	"ECK120001524"	"thiQ"	"b0066"	"-"	NA	"ECK120006000"	"thiamine ABC transporter ATP binding subunit"	NA	"b0066"	"thiQ"	NA	"thiamine ABC transporter ATP binding subunit"	"-"	"CDS"	"363"	72229	72927	0	72229	72927	NA
"b0067"	"thiP"	72911	74521	"-"	0	"b0067,ECK0068,ECK120001525,EG11573,sfuB,thiP,yabK"	"ECK120006001,NP_414609.1,SfuB,ThiP,YabK"	"ECK120001525"	"thiP"	"b0067"	"-"	NA	"ECK120006001"	"thiamine ABC transporter membrane subunit"	NA	"b0067"	"thiP"	NA	"thiamine ABC transporter membrane subunit"	"-"	"CDS"	"364"	72911	74521	0	72911	74521	NA
"b0068"	"thiB"	74497	75480	"-"	0	"b0068,ECK0069,ECK120001526,EG11574,sfuA,tbpA,thiB,yabL"	"ECK120006002,NP_414610.1,SfuA,TBP,TbpA,ThiB,YabL"	"ECK120001526"	"thiB"	"b0068"	"-"	NA	"ECK120006002"	"thiamine ABC transporter periplasmic binding protein"	NA	"b0068"	"thiB"	NA	"thiamine ABC transporter periplasmic binding protein"	"-"	"CDS"	"365"	74497	75480	0	74497	75480	NA
"b4762"	"sroA"	75516	75608	"-"	0	"b4762,b4762_ncRNA_75515_75608,ECK120002641,ECK4619,G0-9381,sroA,tpe79"	"ECK125276538,ig:44,small RNA SroA,THI-box 5',thiB,ThiB5',tpe79-5'"	"ECK120002641"	"sroA"	"b4762"	"-"	NA	"ECK125276538"	"SroA"	"small RNA"	"b4762_ncRNA_75515_75608"	"sroA"	NA	"sroA"	"-"	"ncRNA"	"8798"	75516	75608	0	75516	75608	NA
"b0069"	"sgrR"	75644	77299	"-"	2	"b0069,ECK0070,ECK120001999,EG12094,sgrR,yabN"	"ECK120006475,NP_414611.1,SgrR,YabN"	"ECK120001999"	"sgrR"	"b0069"	"-"	NA	"ECK120006475"	"DNA-binding transcriptional dual regulator SgrR"	NA	"b0069"	"sgrR"	"non-essential"	"DNA-binding transcriptional dual regulator SgrR"	"-"	"CDS"	"195"	75644	77299	1	75644	77299	1
"b4577"	"sgrS"	77367	77593	"+"	0	"b4577,b4577_ncRNA_77366_77593,ECK0071,ECK120002667,G0-9941,ryaA,sgrS"	"ECK120007141,ryaA,small regulatory RNA SgrS"	"ECK120002667"	"sgrS"	"b4577"	"+"	NA	"ECK120007141"	"SgrS"	"small RNA"	"b4577_ncRNA_77366_77593"	"sgrS"	NA	"small regulatory RNA SgrS"	"+"	"ncRNA"	"8799"	77367	77593	0	77367	77593	NA
"b4662"	"sgrT"	77388	77519	"+"	0	"b4662,ECK120033551,ECK4477,G0-10617,sgrT"	"ECK120033552,SgrT,YP_002791237.1"	"ECK120033551"	"sgrT"	"b4662"	"+"	NA	"ECK120033552"	"PtsG glucose transporter inhibitor"	NA	"b4662"	"sgrT"	NA	"putative inhibitor of the PtsG glucose transporter"	"+"	"CDS"	"366"	77388	77519	0	77388	77519	NA
"b0070"	"setA"	77621	78799	"+"	0	"b0070,ECK0072,ECK120001692,EG11754,setA,yabM"	"ECK120006168,SetA,YabM,YP_025293.1"	"ECK120001692"	"setA"	"b0070"	"+"	NA	"ECK120006168"	"sugar exporter SetA"	NA	"b0070"	"setA"	NA	"sugar exporter SetA"	"+"	"CDS"	"367"	77621	78799	0	77621	78799	NA
"b0071"	"leuD"	78848	79453	"-"	0	"b0071,ECK0073,ECK120001527,EG11575,leuD"	" small subunit,3-isopropylmalate dehydratase,ECK120006003,LeuD,NP_414613.1"	"ECK120001527"	"leuD"	"b0071"	"-"	NA	"ECK120006003"	"3-isopropylmalate dehydratase subunit LeuD"	NA	"b0071"	"leuD"	NA	"3-isopropylmalate dehydratase subunit LeuD"	"-"	"CDS"	"368"	78848	79453	0	78848	79453	NA
"b0072"	"leuC"	79464	80864	"-"	0	"b0072,ECK0074,ECK120001528,EG11576,leuC"	" large subunit,3-isopropylmalate dehydratase,ECK120006004,LeuC,NP_414614.1"	"ECK120001528"	"leuC"	"b0072"	"-"	NA	"ECK120006004"	"3-isopropylmalate dehydratase subunit LeuC"	NA	"b0072"	"leuC"	NA	"3-isopropylmalate dehydratase subunit LeuC"	"-"	"CDS"	"369"	79464	80864	0	79464	80864	NA
"b0073"	"leuB"	80867	81958	"-"	0	"b0073,ECK0075,ECK120001529,EG11577,leuB"	"ECK120006005,LeuB,NP_414615.4"	"ECK120001529"	"leuB"	"b0073"	"-"	NA	"ECK120006005"	"3-isopropylmalate dehydrogenase"	NA	"b0073"	"leuB"	NA	"3-isopropylmalate dehydrogenase"	"-"	"CDS"	"370"	80867	81958	0	80867	81958	NA
"b0074"	"leuA"	81958	83529	"-"	0	"b0074,ECK0076,ECK120001204,EG11226,leuA"	"ECK120005680,LeuA,NP_414616.1"	"ECK120001204"	"leuA"	"b0074"	"-"	NA	"ECK120005680"	"2-isopropylmalate synthase"	NA	"b0074"	"leuA"	NA	"2-isopropylmalate synthase"	"-"	"CDS"	"371"	81958	83529	0	81958	83529	NA
"b0075"	"leuL"	83622	83708	"-"	0	"b0075,ECK0077,ECK120001253,EG11280,leuIP,leuL,leulL,leulLP,leuLP"	"ECK120005729,LeuL,NP_414617.1"	"ECK120001253"	"leuL"	"b0075"	"-"	NA	"ECK120005729"	"<i>leu</i> operon leader peptide"	NA	"b0075"	"leuL"	NA	"leu operon leader peptide"	"-"	"CDS"	"372"	83622	83708	0	83622	83708	NA
"b0076"	"leuO"	84368	85312	"+"	2	"b0076,ECK0078,ECK120000524,EG10531,leuO"	"ECK120005000,LeuO,NP_414618.4"	"ECK120000524"	"leuO"	"b0076"	"+"	NA	"ECK120005000"	"DNA-binding transcriptional dual regulator LeuO"	NA	"b0076"	"leuO"	"non-essential"	"DNA-binding transcriptional dual regulator LeuO"	"+"	"CDS"	"116"	84368	85312	1	84368	85312	1
"b4726"	"yabR"	85467	85511	"-"	0	"b4726,ECK125276528,ECK4583,G0-16721,yabR"	"ECK125276574,YabR"	"ECK125276528"	"yabR"	"b4726"	"-"	NA	"ECK125276574"	"protein YabR"	NA	"b4726"	"yabR"	NA	"protein YabR"	"-"	"CDS"	"8237"	85467	85511	0	85467	85511	NA
"b0077"	"ilvI"	85630	87354	"+"	0	"b0077,ECK0079,ECK120000493,EG10500,ilvI"	"ECK120004969,IlvI,YP_025294.2"	"ECK120000493"	"ilvI"	"b0077"	"+"	NA	"ECK120004969"	"acetolactate synthase / acetohydroxybutanoate synthase, catalytic subunit"	NA	"b0077"	"ilvI"	NA	"acetolactate synthase/acetohydroxybutanoate synthase, catalytic subunit"	"+"	"CDS"	"373"	85630	87354	0	85630	87354	NA
"b0078"	"ilvH"	87357	87848	"+"	0	"b0078,brnP,ECK0080,ECK120000492,EG10499,ilvH"	"BrnP,ECK120004968,IlvH,NP_414620.1"	"ECK120000492"	"ilvH"	"b0078"	"+"	NA	"ECK120004968"	"acetolactate synthase / acetohydroxybutanoate synthase, regulatory subunit"	NA	"b0078"	"ilvH"	NA	"acetolactate synthase/acetohydroxybutanoate synthase, regulatory subunit"	"+"	"CDS"	"374"	87357	87848	0	87357	87848	NA
"b0079"	"fruL"	87860	87946	"+"	0	"b0079,ECK120001247,EG11273,fruL"	""	"ECK120001247"	"fruL"	"b0079"	"+"	"Phantom Gene"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87860	87946	0	NA	NA	NA
"b0080"	"cra"	88028	89032	"+"	2	"b0080,cra,ECK0081,ECK120000332,EG10338,fruC,fruR,shl"	"Cra,ECK120004808,FruC,FruR,NP_414622.1,Shl"	"ECK120000332"	"cra"	"b0080"	"+"	NA	"ECK120004808"	"DNA-binding transcriptional dual regulator Cra"	NA	"b0080"	"fruR"	"non-essential"	"DNA-binding transcriptional dual regulator Cra"	"+"	"CDS"	"81"	88028	89032	1	88028	89032	1
"b0081"	"mraZ"	89634	90092	"+"	2	"b0081,ECK0082,ECK120001072,EG11084,mraZ,yabB"	"ECK120005548,MraZ,NP_414623.1,YabB"	"ECK120001072"	"mraZ"	"b0081"	"+"	NA	"ECK120005548"	"DNA-binding transcriptional repressor MraZ"	NA	"b0081"	"mraZ"	NA	"DNA-binding transcriptional repressor MraZ"	"+"	"CDS"	"375"	89634	90092	1	89634	90092	1
"b0082"	"rsmH"	90094	91035	"+"	0	"b0082,ECK0083,ECK120001073,EG11085,mraW,rsmH,yabC"	"ECK120005549,MraW,NP_414624.1,RsmH,YabC"	"ECK120001073"	"rsmH"	"b0082"	"+"	NA	"ECK120005549"	"16S rRNA m<sup>4</sup>C1402 methyltransferase"	NA	"b0082"	"rsmH"	NA	"16S rRNA m(4)C1402 methyltransferase"	"+"	"CDS"	"376"	90094	91035	0	90094	91035	NA
"b0083"	"ftsL"	91032	91397	"+"	0	"b0083,ECK0084,ECK120001074,EG11086,ftsL,mraR,yabD"	"ECK120005550,essential cell division protein FtsL,FtsL,MraR,NP_414625.1,YabD"	"ECK120001074"	"ftsL"	"b0083"	"+"	NA	"ECK120005550"	"cell division protein FtsL"	NA	"b0083"	"ftsL"	NA	"cell division protein FtsL"	"+"	"CDS"	"377"	91032	91397	0	91032	91397	NA
"b0084"	"ftsI"	91413	93179	"+"	0	"b0084,ECK0085,ECK120000335,EG10341,ftsI,pbpB,sep"	"ECK120004811,essential cell division protein FtsI,FtsI,NP_414626.1,PBP3,PbpB,penicillin-binding protein 3,Sep"	"ECK120000335"	"ftsI"	"b0084"	"+"	NA	"ECK120004811"	"peptidoglycan DD-transpeptidase FtsI"	NA	"b0084"	"ftsI"	NA	"peptidoglycan DD-transpeptidase FtsI"	"+"	"CDS"	"378"	91413	93179	0	91413	93179	NA
"ECK125289066"	"ftsI-int"	92485	92658	"+"	0	"ECK125289066,ftsI-int"	"ECK125289067"	"ECK125289066"	"ftsI-int"	NA	"+"	NA	"ECK125289067"	"ftsI-int"	"small RNA"	NA	NA	NA	NA	NA	NA	NA	92485	92658	0	NA	NA	NA
"b0085"	"murE"	93166	94653	"+"	0	"b0085,ECK0086,ECK120000614,EG10621,murE"	"ECK120005090,MurE,NP_414627.1"	"ECK120000614"	"murE"	"b0085"	"+"	NA	"ECK120005090"	"UDP-<i>N</i>-acetylmuramoyl-L-alanyl-D-glutamate&mdash;2,6-diaminopimelate ligase"	NA	"b0085"	"murE"	NA	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase"	"+"	"CDS"	"379"	93166	94653	0	93166	94653	NA
"b0086"	"murF"	94650	96008	"+"	0	"b0086,ECK0087,ECK120000615,EG10622,mra,murF"	"ECK120005091,Mra,MurF,NP_414628.1"	"ECK120000615"	"murF"	"b0086"	"+"	NA	"ECK120005091"	"D-alanyl-D-alanine-adding enzyme"	NA	"b0086"	"murF"	NA	"D-alanyl-D-alanine-adding enzyme"	"+"	"CDS"	"380"	94650	96008	0	94650	96008	NA
"b0087"	"mraY"	96002	97084	"+"	0	"b0087,ECK0088,ECK120000597,EG10604,mraY,murX"	"ECK120005073,MraY,MurX,NP_414629.1"	"ECK120000597"	"mraY"	"b0087"	"+"	NA	"ECK120005073"	"phospho-<i>N</i>-acetylmuramoyl-pentapeptide-transferase"	NA	"b0087"	"mraY"	NA	"phospho-N-acetylmuramoyl-pentapeptide- transferase"	"+"	"CDS"	"381"	96002	97084	0	96002	97084	NA
"b0088"	"murD"	97087	98403	"+"	0	"b0088,ECK0089,ECK120000613,EG10620,murD"	"ECK120005089,MurD,NP_414630.1"	"ECK120000613"	"murD"	"b0088"	"+"	NA	"ECK120005089"	"UDP-<i>N</i>-acetylmuramoyl-L-alanine&mdash;D-glutamate ligase"	NA	"b0088"	"murD"	NA	"UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase"	"+"	"CDS"	"382"	97087	98403	0	97087	98403	NA
"b0089"	"ftsW"	98403	99647	"+"	0	"b0089,ECK0090,ECK120000338,EG10344,ftsW"	"ECK120004814,FtsW,NP_414631.1,putative lipid II flippase FtsW"	"ECK120000338"	"ftsW"	"b0089"	"+"	NA	"ECK120004814"	"essential cell division protein FtsW"	NA	"b0089"	"ftsW"	NA	"putative lipid II flippase FtsW"	"+"	"CDS"	"383"	98403	99647	0	98403	99647	NA
"b0090"	"murG"	99644	100711	"+"	0	"b0090,ECK0091,ECK120000616,EG10623,murG"	"ECK120005092,MurG,NP_414632.1"	"ECK120000616"	"murG"	"b0090"	"+"	NA	"ECK120005092"	"N-acetylglucosaminyl transferase"	NA	"b0090"	"murG"	NA	"N-acetylglucosaminyl transferase"	"+"	"CDS"	"384"	99644	100711	0	99644	100711	NA
"b0091"	"murC"	100765	102240	"+"	0	"b0091,ECK0092,ECK120000612,EG10619,murC"	"ECK120005088,MurC,NP_414633.1"	"ECK120000612"	"murC"	"b0091"	"+"	NA	"ECK120005088"	"UDP-<i>N</i>-acetylmuramate&mdash;L-alanine ligase"	NA	"b0091"	"murC"	NA	"UDP-N-acetylmuramate--L-alanine ligase"	"+"	"CDS"	"385"	100765	102240	0	100765	102240	NA
"b0092"	"ddlB"	102233	103153	"+"	0	"b0092,ddl,ddlB,ECK0093,ECK120000208,EG10214"	"Ddl,DdlB,ECK120004684,NP_414634.1"	"ECK120000208"	"ddlB"	"b0092"	"+"	NA	"ECK120004684"	"D-alanine&mdash;D-alanine ligase B"	NA	"b0092"	"ddlB"	NA	"D-alanine--D-alanine ligase B"	"+"	"CDS"	"386"	102233	103153	0	102233	103153	NA
"b0093"	"ftsQ"	103155	103985	"+"	0	"b0093,ECK0094,ECK120000336,EG10342,ftsQ"	"ECK120004812,essential cell division protein FtsQ,FtsQ,NP_414635.1"	"ECK120000336"	"ftsQ"	"b0093"	"+"	NA	"ECK120004812"	"cell division protein FtsQ"	NA	"b0093"	"ftsQ"	NA	"cell division protein FtsQ"	"+"	"CDS"	"387"	103155	103985	0	103155	103985	NA
"b0094"	"ftsA"	103982	105244	"+"	0	"b0094,divA,ECK0095,ECK120000333,EG10339,ftsA"	"DivA,ECK120004809,essential cell division protein FtsA,FtsA,NP_414636.1"	"ECK120000333"	"ftsA"	"b0094"	"+"	NA	"ECK120004809"	"cell division protein FtsA"	NA	"b0094"	"ftsA"	NA	"cell division protein FtsA"	"+"	"CDS"	"388"	103982	105244	0	103982	105244	NA
"b0095"	"ftsZ"	105305	106456	"+"	0	"b0095,ECK0096,ECK120000341,EG10347,ftsZ,sfiB,sulB"	"ECK120004817,essential cell division protein FtsZ,FtsZ,NP_414637.1,SfiB,SulB"	"ECK120000341"	"ftsZ"	"b0095"	"+"	NA	"ECK120004817"	"cell division protein FtsZ"	NA	"b0095"	"ftsZ"	NA	"cell division protein FtsZ"	"+"	"CDS"	"389"	105305	106456	0	105305	106456	NA
"b0096"	"lpxC"	106557	107474	"+"	0	"asmB,b0096,ECK0097,ECK120000259,EG10265,envA,lpxC"	"AsmB,ECK120004735,EnvA,LpxC,NP_414638.1"	"ECK120000259"	"lpxC"	"b0096"	"+"	NA	"ECK120004735"	"UDP-3-<i>O</i>-acyl-<i>N</i>-acetylglucosamine deacetylase"	NA	"b0096"	"lpxC"	NA	"UDP-3-O-acyl-N-acetylglucosamine deacetylase"	"+"	"CDS"	"390"	106557	107474	0	106557	107474	NA
"b0097"	"secM"	107705	108217	"+"	0	"b0097,ECK0098,ECK120001075,EG11087,secM,srrA,yacA"	"ECK120005551,NP_414639.2,SecM,secretion monitor,SrrA,YacA"	"ECK120001075"	"secM"	"b0097"	"+"	NA	"ECK120005551"	"SecA translation regulator"	NA	"b0097"	"secM"	NA	"SecA translation regulator"	"+"	"CDS"	"391"	107705	108217	0	107705	108217	NA
"b0098"	"secA"	108279	110984	"+"	0	"azi,b0098,ECK0099,ECK120000925,EG10936,pea,prlD,secA"	"Azi,ECK120005401,NP_414640.1,Pea,PrlD,SecA"	"ECK120000925"	"secA"	"b0098"	"+"	NA	"ECK120005401"	"protein translocation ATPase"	NA	"b0098"	"secA"	NA	"protein translocation ATPase"	"+"	"CDS"	"392"	108279	110984	0	108279	110984	NA
"b0099"	"mutT"	111044	111433	"+"	0	"b0099,ECK0100,ECK120000619,EG10626,mutT,nudA"	"ECK120005095,MutT,NP_414641.1,NudA"	"ECK120000619"	"mutT"	"b0099"	"+"	NA	"ECK120005095"	"8-oxo-dGTP diphosphatase"	NA	"b0099"	"mutT"	NA	"8-oxo-dGTP diphosphatase"	"+"	"CDS"	"393"	111044	111433	0	111044	111433	NA
"b0100"	"b0100"	111564	111698	"-"	0	"b0100,ECK120002709,G6089"	""	"ECK120002709"	"b0100"	"b0100"	"-"	"Phantom Gene"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	111564	111698	0	NA	NA	NA
"b0101"	"yacG"	111649	111846	"-"	0	"b0101,ECK0101,ECK120002191,EG12314,yacG"	"ECK120006666,NP_414643.1,YacG"	"ECK120002191"	"yacG"	"b0101"	"-"	NA	"ECK120006666"	"DNA gyrase inhibitor YacG"	NA	"b0101"	"yacG"	NA	"DNA gyrase inhibitor YacG"	"-"	"CDS"	"394"	111649	111846	0	111649	111846	NA
"b0102"	"zapD"	111856	112599	"-"	0	"b0102,ECK0102,ECK120002190,EG12313,yacF,zapD"	"ECK120006665,NP_414644.1,YacF,ZapD"	"ECK120002190"	"zapD"	"b0102"	"-"	NA	"ECK120006665"	"cell division factor ZapD"	NA	"b0102"	"zapD"	NA	"cell division factor ZapD"	"-"	"CDS"	"395"	111856	112599	0	111856	112599	NA
"b0103"	"coaE"	112599	113219	"-"	0	"b0103,coaE,ECK0103,ECK120002189,EG12312,yacE"	"CoaE,ECK120006664,NP_414645.1,YacE"	"ECK120002189"	"coaE"	"b0103"	"-"	NA	"ECK120006664"	"dephospho-CoA kinase"	NA	"b0103"	"coaE"	NA	"dephospho-CoA kinase"	"-"	"CDS"	"396"	112599	113219	0	112599	113219	NA
"b4727"	"yacM"	113244	113288	"+"	0	"b4727,ECK125276507,ECK4584,G0-16722,yacM"	"ECK125276578,YacM"	"ECK125276507"	"yacM"	"b4727"	"+"	NA	"ECK125276578"	"protein YacM"	NA	"b4727"	"yacM"	NA	"protein YacM"	"+"	"CDS"	"8238"	113244	113288	0	113244	113288	NA
"b0104"	"guaC"	113444	114487	"+"	0	"b0104,ECK0104,ECK120000415,EG10422,guaC"	"ECK120004891,GuaC,NP_414646.1"	"ECK120000415"	"guaC"	"b0104"	"+"	NA	"ECK120004891"	"GMP reductase"	NA	"b0104"	"guaC"	NA	"GMP reductase"	"+"	"CDS"	"397"	113444	114487	0	113444	114487	NA
"b0105"	"b0105"	114407	114514	"-"	0	"b0105,ECK120002710,G6090"	""	"ECK120002710"	"b0105"	"b0105"	"-"	"Phantom Gene"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	114407	114514	0	NA	NA	NA
"b0106"	"hofC"	114522	115724	"-"	0	"b0106,ECK0105,ECK120001732,EG11798,hofC,hopC,yacD"	"ECK120006208,HofC,HopC,NP_414648.1,YacD"	"ECK120001732"	"hofC"	"b0106"	"-"	NA	"ECK120006208"	"inner membrane protein HofC"	NA	"b0106"	"hofC"	NA	"inner membrane protein HofC"	"-"	"CDS"	"398"	114522	115724	0	114522	115724	NA
"b0107"	"hofB"	115714	117099	"-"	0	"b0107,ECK0106,ECK120002011,EG12106,hofB,hopB"	"ECK120006487,HofB,HopB,NP_414649.1"	"ECK120002011"	"hofB"	"b0107"	"-"	NA	"ECK120006487"	"T2SSE family protein"	NA	"b0107"	"hofB"	NA	"T2SSE family protein"	"-"	"CDS"	"399"	115714	117099	0	115714	117099	NA
"b0108"	"ppdD"	117109	117549	"-"	0	"b0108,ECK0107,ECK120002012,EG12107,ppdD"	"ECK120006488,NP_414650.1,PpdD,prepilin peptidase dependent protein"	"ECK120002012"	"ppdD"	"b0108"	"-"	NA	"ECK120006488"	"prepilin-type N-terminal cleavage/methylation domain-containing protein PpdD"	NA	"b0108"	"ppdD"	NA	"prepilin peptidase-dependent protein"	"-"	"CDS"	"400"	117109	117549	0	117109	117549	NA
"b0109"	"nadC"	117752	118645	"-"	0	"b0109,ECK0108,ECK120001500,EG11546,nadC"	"ECK120005976,NadC,NP_414651.1"	"ECK120001500"	"nadC"	"b0109"	"-"	NA	"ECK120005976"	"quinolinate phosphoribosyltransferase (decarboxylating)"	NA	"b0109"	"nadC"	NA	"quinolinate phosphoribosyltransferase (decarboxylating)"	"-"	"CDS"	"401"	117752	118645	0	117752	118645	NA
"b0110"	"ampD"	118733	119284	"+"	0	"ampD,b0110,ECK0109,ECK120000037,EG10041"	"AmpD,ECK120004513,NP_414652.1"	"ECK120000037"	"ampD"	"b0110"	"+"	NA	"ECK120004513"	"1,6-anhydro-<i>N</i>-acetylmuramoyl-L-alanine amidase"	NA	"b0110"	"ampD"	NA	"1,6-anhydro-N-acetylmuramoyl-L-alanine amidase"	"+"	"CDS"	"402"	118733	119284	0	118733	119284	NA
"b0111"	"ampE"	119281	120135	"+"	0	"ampE,b0111,ECK0110,ECK120000038,EG10042"	"AmpE,ECK120004514,NP_414653.1"	"ECK120000038"	"ampE"	"b0111"	"+"	NA	"ECK120004514"	"protein AmpE"	NA	"b0111"	"ampE"	NA	"protein AmpE"	"+"	"CDS"	"403"	119281	120135	0	119281	120135	NA
"b0112"	"aroP"	120178	121551	"-"	0	"aroP,aroR,b0112,ECK0111,ECK120000080,EG10084"	"AroP,AroP  phenylalanine/tyrosine/tryptophan APC transporter,AroR,ECK120004556,NP_414654.1"	"ECK120000080"	"aroP"	"b0112"	"-"	NA	"ECK120004556"	"aromatic amino acid:H<sup>+</sup> symporter AroP"	NA	"b0112"	"aroP"	NA	"aromatic amino acid:H(+) symporter AroP"	"-"	"CDS"	"404"	120178	121551	0	120178	121551	NA
"b0113"	"pdhR"	122092	122856	"+"	2	"aceC,b0113,ECK0112,ECK120001076,EG11088,genA,pdhR,yacB"	"AceC,ECK120005552,GenA,NP_414655.1,PdhR,YacB"	"ECK120001076"	"pdhR"	"b0113"	"+"	NA	"ECK120005552"	"DNA-binding transcriptional dual regulator PdhR"	NA	"b0113"	"pdhR"	"non-essential"	"DNA-binding transcriptional dual regulator PdhR"	"+"	"CDS"	"163"	122092	122856	1	122092	122856	1
"ECK120002605"	"tp2"	122697	122857	"-"	0	"ECK120002605,G0-8894,tp2"	""	"ECK120002605"	"tp2"	NA	"-"	"Phantom Gene"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	122697	122857	0	NA	NA	NA
"b0114"	"aceE"	123017	125680	"+"	0	"aceE,b0114,ECK0113,ECK120000021,EG10024"	"AceE,ECK120004497,NP_414656.1,subunit of E1p component of pyruvate dehydrogenase complex"	"ECK120000021"	"aceE"	"b0114"	"+"	NA	"ECK120004497"	"pyruvate dehydrogenase E1 component"	NA	"b0114"	"aceE"	NA	"pyruvate dehydrogenase E1 component"	"+"	"CDS"	"405"	123017	125680	0	123017	125680	NA
"b0115"	"aceF"	125695	127587	"+"	0	"aceF,b0115,ECK0114,ECK120000022,EG10025"	"AceF,dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,ECK120004498,NP_414657.1"	"ECK120000022"	"aceF"	"b0115"	"+"	NA	"ECK120004498"	"pyruvate dehydrogenase, E2 subunit"	NA	"b0115"	"aceF"	NA	"pyruvate dehydrogenase, E2 subunit"	"+"	"CDS"	"406"	125695	127587	0	125695	127587	NA
