promoter_id	start	stop	strand	type
CPROM737	135547	135547	-	Promoter
CPROM738	135717	135717	-	Promoter
CPROM739	136266	136266	-	Promoter
CPROM740	136377	136377	-	Promoter
CPROM741	136472	136472	-	Promoter
CPROM742	136500	136504	-	Promoter
CPROM743	136519	136519	+	Promoter
CPROM744	136550	136550	-	Promoter
CPROM745	136938	136942	-	Promoter
CPROM746	136957	136957	+	Promoter
CPROM747	136975	136975	-	Promoter
CPROM748	137002	137002	+	Promoter
CPROM749	137041	137048	+	Promoter
CPROM750	137053	137053	-	Promoter
CPROM751	137058	137058	-	Promoter
CPROM752	137069	137069	+	Promoter
CPROM753	137630	137630	-	Promoter
CPROM754	138174	138174	+	Promoter
CPROM755	138550	138550	+	Promoter
CPROM756	138864	138864	-	Promoter
CPROM757	139774	139774	+	Promoter
CPROM758	140044	140044	+	Promoter
CPROM759	140216	140216	+	Promoter
CPROM760	140640	140640	-	Promoter
CPROM761	141230	141230	-	Promoter
CPROM762	141263	141263	-	Promoter
CPROM763	141279	141279	-	Promoter
CPROM764	141354	141354	+	Promoter
CPROM765	141360	141361	+	Promoter
CPROM766	141407	141407	+	Promoter
CPROM767	141632	141632	-	Promoter
CPROM768	141650	141650	+	Promoter
CPROM769	141864	141864	+	Promoter
CPROM770	142292	142292	+	Promoter
CPROM771	142434	142434	+	Promoter
CPROM772	142668	142669	+	Promoter
CPROM773	142701	142703	-	Promoter
CPROM774	142719	142719	+	Promoter
CPROM775	142766	142766	-	Promoter
CPROM776	142954	142954	+	Promoter
CPROM777	143393	143393	-	Promoter
CPROM778	143436	143436	+	Promoter
CPROM779	143831	143831	+	Promoter
CPROM780	143983	143983	+	Promoter
CPROM781	144098	144098	+	Promoter
CPROM782	144340	144340	+	Promoter
CPROM783	144535	144535	-	Promoter
CPROM784	144560	144560	+	Promoter
CPROM785	144800	144803	-	Promoter
CPROM786	145055	145055	+	Promoter
CPROM787	145110	145110	+	Promoter
CPROM788	145592	145592	-	Promoter
CPROM789	145610	145610	+	Promoter
CPROM790	145728	145728	+	Promoter
CPROM791	146122	146124	+	Promoter
CPROM792	146640	146640	+	Promoter
CPROM793	146745	146745	-	Promoter
CPROM794	146754	146759	-	Promoter
CPROM795	146793	146793	+	Promoter
CPROM796	146940	146940	+	Promoter
CPROM797	147006	147006	-	Promoter
CPROM798	147116	147116	+	Promoter
CPROM799	147332	147332	+	Promoter
CPROM800	147545	147545	+	Promoter
CPROM801	147583	147583	+	Promoter
CPROM802	147794	147794	-	Promoter
CPROM803	147871	147871	+	Promoter
CPROM804	147880	147880	+	Promoter
CPROM805	148853	148854	-	Promoter
CPROM806	149183	149183	-	Promoter
CPROM807	149256	149256	-	Promoter
CPROM808	149265	149268	-	Promoter
CPROM809	149306	149306	-	Promoter
CPROM810	149317	149317	-	Promoter
CPROM811	149469	149469	-	Promoter
CPROM812	149481	149481	-	Promoter
CPROM813	149533	149533	+	Promoter
CPROM814	149617	149617	-	Promoter
CPROM815	149630	149630	-	Promoter
CPROM816	149626	149626	+	Promoter
CPROM817	149702	149702	-	Promoter
CPROM818	149783	149783	+	Promoter
CPROM819	149892	149892	+	Promoter
CPROM820	150063	150063	+	Promoter
CPROM821	150380	150380	-	Promoter
CPROM822	150376	150376	+	Promoter
CPROM823	150401	150401	-	Promoter
CPROM824	150548	150548	+	Promoter
CPROM825	150689	150689	-	Promoter
CPROM826	151806	151806	+	Promoter
CPROM827	151930	151930	-	Promoter
CPROM828	152097	152097	-	Promoter
CPROM829	152495	152495	+	Promoter
CPROM830	152563	152563	-	Promoter
CPROM831	153051	153051	-	Promoter
CPROM832	153214	153214	-	Promoter
CPROM833	153909	153909	+	Promoter
CPROM834	154419	154419	-	Promoter
CPROM835	154505	154505	-	Promoter
CPROM836	154859	154859	-	Promoter
CPROM837	155090	155090	-	Promoter
CPROM838	155199	155199	+	Promoter
CPROM839	155276	155276	-	Promoter
CPROM840	155288	155288	-	Promoter
CPROM841	155401	155401	-	Promoter
CPROM842	155414	155414	+	Promoter
CPROM843	156107	156107	+	Promoter
CPROM844	156214	156215	-	Promoter
CPROM845	156224	156224	-	Promoter
CPROM846	156235	156235	-	Promoter
CPROM847	156424	156424	-	Promoter
CPROM848	157309	157309	-	Promoter
CPROM849	157390	157390	+	Promoter
CPROM850	157639	157639	+	Promoter
CPROM851	157749	157749	+	Promoter
CPROM852	158034	158034	-	Promoter
CPROM853	158624	158624	-	Promoter
CPROM854	158624	158624	+	Promoter
CPROM855	159009	159009	+	Promoter
CPROM856	159134	159134	+	Promoter
CPROM857	159151	159151	-	Promoter
CPROM858	159170	159172	-	Promoter
CPROM859	159195	159195	-	Promoter
CPROM860	159214	159214	-	Promoter
CPROM861	159229	159229	+	Promoter
CPROM862	159390	159391	-	Promoter
CPROM863	159450	159450	+	Promoter
CPROM864	159611	159611	+	Promoter
CPROM865	160055	160055	-	Promoter
CPROM866	160467	160467	-	Promoter
CPROM867	160478	160478	-	Promoter
CPROM868	160574	160574	-	Promoter
CPROM869	160641	160641	-	Promoter
CPROM870	160652	160657	-	Promoter
CPROM871	160662	160662	-	Promoter
CPROM872	160694	160695	-	Promoter
CPROM873	160722	160722	-	Promoter
CPROM874	160751	160752	-	Promoter
CPROM875	160758	160761	-	Promoter
CPROM876	160767	160768	-	Promoter
CPROM877	160772	160772	+	Promoter
CPROM878	160873	160873	-	Promoter
CPROM879	160884	160884	-	Promoter
CPROM880	161058	161058	-	Promoter
CPROM881	161071	161071	-	Promoter
CPROM882	161077	161082	-	Promoter
CPROM883	161142	161142	-	Promoter
CPROM884	161187	161187	-	Promoter
CPROM885	161195	161200	-	Promoter
CPROM886	161377	161377	-	Promoter
CPROM887	161495	161495	-	Promoter
CPROM888	161648	161648	-	Promoter
CPROM889	161664	161665	+	Promoter
CPROM890	162053	162053	-	Promoter
CPROM891	162075	162077	+	Promoter
CPROM892	162929	162929	-	Promoter
CPROM893	164015	164015	+	Promoter
CPROM894	164234	164235	+	Promoter
CPROM895	164551	164551	+	Promoter
CPROM896	164574	164574	+	Promoter
CPROM897	164627	164627	-	Promoter
CPROM898	164658	164658	+	Promoter
CPROM899	164699	164699	+	Promoter
CPROM900	164721	164721	+	Promoter
CPROM901	166523	166523	+	Promoter
CPROM902	166840	166840	+	Promoter
CPROM903	167427	167427	+	Promoter
CPROM904	168257	168257	-	Promoter
CPROM905	168417	168417	+	Promoter
CPROM906	168557	168557	-	Promoter
CPROM907	168924	168924	+	Promoter
CPROM908	168998	168998	-	Promoter
CPROM909	168999	168999	+	Promoter
CPROM910	169109	169109	-	Promoter
CPROM911	169116	169116	+	Promoter
CPROM912	169123	169124	+	Promoter
CPROM913	169214	169214	+	Promoter
CPROM914	169506	169506	+	Promoter
CPROM915	169546	169546	+	Promoter
CPROM916	169733	169733	+	Promoter
CPROM917	169769	169769	+	Promoter
CPROM918	169815	169817	-	Promoter
CPROM919	170500	170500	-	Promoter
CPROM920	172890	172890	-	Promoter
CPROM921	173246	173246	+	Promoter
CPROM922	173356	173356	-	Promoter
CPROM923	173420	173420	+	Promoter
CPROM924	173643	173643	-	Promoter
CPROM925	173769	173769	-	Promoter
CPROM926	174330	174330	-	Promoter
CPROM927	174341	174341	-	Promoter
CPROM928	174370	174370	+	Promoter
CPROM929	174463	174463	-	Promoter
CPROM930	174913	174913	-	Promoter
CPROM931	174919	174921	-	Promoter
CPROM932	174930	174933	+	Promoter
CPROM933	174942	174942	+	Promoter
CPROM934	174990	174992	-	Promoter
CPROM935	175008	175012	+	Promoter
CPROM936	175048	175048	+	Promoter
CPROM937	175073	175074	+	Promoter
CPROM938	175777	175777	-	Promoter
CPROM939	175796	175796	+	Promoter
CPROM940	175897	175897	+	Promoter
CPROM941	176147	176147	+	Promoter
CPROM942	176183	176183	+	Promoter
CPROM943	176324	176324	+	Promoter
CPROM944	176450	176450	+	Promoter
CPROM945	176558	176561	+	Promoter
CPROM946	176583	176583	+	Promoter
CPROM947	176592	176592	+	Promoter
CPROM948	176856	176856	-	Promoter
CPROM949	177150	177150	-	Promoter
CPROM950	177516	177516	-	Promoter
CPROM951	177700	177701	-	Promoter
CPROM952	178294	178294	-	Promoter
CPROM953	178550	178550	+	Promoter
CPROM954	178595	178595	-	Promoter
CPROM955	178744	178744	-	Promoter
CPROM956	178932	178932	-	Promoter
CPROM957	179153	179153	-	Promoter
CPROM958	179180	179186	-	Promoter
CPROM959	179196	179198	+	Promoter
CPROM960	179204	179204	+	Promoter
CPROM961	179214	179214	+	Promoter
CPROM962	179338	179338	-	Promoter
CPROM963	179445	179445	-	Promoter
CPROM964	179514	179514	-	Promoter
CPROM965	179598	179598	+	Promoter
CPROM966	180283	180283	+	Promoter
CPROM967	180348	180348	+	Promoter
CPROM968	180836	180837	+	Promoter
CPROM969	180843	180846	+	Promoter
CPROM970	181048	181048	-	Promoter
CPROM971	181750	181750	+	Promoter
CPROM972	182017	182017	+	Promoter
CPROM973	182240	182240	+	Promoter
CPROM974	182446	182447	+	Promoter
CPROM975	182496	182496	-	Promoter
CPROM976	182508	182508	+	Promoter
CPROM977	182558	182558	-	Promoter
CPROM978	182635	182635	+	Promoter
CPROM979	182889	182889	-	Promoter
CPROM980	183426	183426	+	Promoter
CPROM981	183589	183589	+	Promoter
CPROM982	183840	183840	-	Promoter
CPROM983	183852	183852	-	Promoter
CPROM984	184000	184000	-	Promoter
CPROM985	184018	184018	+	Promoter
CPROM986	184023	184023	+	Promoter
CPROM987	184114	184114	-	Promoter
CPROM988	184124	184124	-	Promoter
CPROM989	184193	184193	-	Promoter
CPROM990	184228	184228	-	Promoter
CPROM991	184257	184257	+	Promoter
CPROM992	184610	184610	-	Promoter
CPROM993	184883	184883	-	Promoter
CPROM994	184990	184990	-	Promoter
CPROM995	185661	185661	+	Promoter
CPROM996	185963	185963	+	Promoter
CPROM997	185976	185984	-	Promoter
CPROM998	186130	186130	+	Promoter
CPROM999	186250	186250	-	Promoter
CPROM1000	186269	186269	-	Promoter
CPROM1001	187246	187246	+	Promoter
CPROM1002	187403	187403	-	Promoter
CPROM1003	187737	187737	-	Promoter
CPROM1004	188330	188330	+	Promoter
CPROM1005	188655	188655	-	Promoter
CPROM1006	188666	188666	-	Promoter
CPROM1007	188681	188681	+	Promoter
CPROM1008	188783	188783	-	Promoter
CPROM1009	188810	188810	+	Promoter
CPROM1010	188941	188941	-	Promoter
CPROM1011	189471	189471	-	Promoter
CPROM1012	189532	189532	-	Promoter
CPROM1013	189545	189545	-	Promoter
CPROM1014	189548	189548	+	Promoter
CPROM1015	189553	189559	-	Promoter
CPROM1016	189621	189621	-	Promoter
CPROM1017	189639	189641	+	Promoter
CPROM1018	189711	189713	+	Promoter
CPROM1019	189756	189756	-	Promoter
CPROM1020	189757	189757	+	Promoter
CPROM1021	189763	189763	+	Promoter
CPROM1022	189775	189779	+	Promoter
CPROM1023	189792	189792	+	Promoter
CPROM1024	189843	189843	-	Promoter
CPROM1025	189839	189839	+	Promoter
CPROM1026	189874	189874	+	Promoter
CPROM1027	190209	190213	+	Promoter
CPROM1028	190227	190227	+	Promoter
CPROM1029	190234	190234	+	Promoter
CPROM1030	190257	190257	+	Promoter
CPROM1031	190355	190355	+	Promoter
CPROM1032	190440	190441	+	Promoter
CPROM1033	190448	190448	+	Promoter
CPROM1034	190510	190510	+	Promoter
CPROM1035	190613	190613	-	Promoter
CPROM1036	190676	190676	+	Promoter
CPROM1037	190705	190705	+	Promoter
CPROM1038	190794	190794	+	Promoter
CPROM1039	190803	190803	+	Promoter
CPROM1040	190819	190820	+	Promoter
CPROM1041	190841	190841	+	Promoter
CPROM1042	190847	190847	-	Promoter
CPROM1043	190857	190857	+	Promoter
CPROM1044	191250	191251	+	Promoter
CPROM1045	191428	191428	-	Promoter
CPROM1046	191444	191444	+	Promoter
CPROM1047	191723	191723	+	Promoter
CPROM1048	191734	191734	+	Promoter
CPROM1049	191752	191754	+	Promoter
CPROM1050	191794	191794	-	Promoter
CPROM1051	191808	191808	-	Promoter
CPROM1052	191811	191812	+	Promoter
CPROM1053	191819	191819	+	Promoter
CPROM1054	191941	191944	-	Promoter
CPROM1055	192313	192313	-	Promoter
CPROM1056	192444	192444	+	Promoter
CPROM1057	192481	192481	-	Promoter
CPROM1058	192615	192617	+	Promoter
CPROM1059	192796	192796	-	Promoter
CPROM1060	192797	192797	+	Promoter
CPROM1061	192813	192814	+	Promoter
CPROM1062	192941	192941	+	Promoter
CPROM1063	192973	192973	+	Promoter
CPROM1064	193005	193005	+	Promoter
CPROM1065	193016	193016	+	Promoter
CPROM1066	193072	193072	+	Promoter
CPROM1067	193168	193168	+	Promoter
CPROM1068	193714	193715	-	Promoter
CPROM1069	193970	193970	-	Promoter
CPROM1070	193987	193987	-	Promoter
CPROM1071	194269	194269	+	Promoter
CPROM1072	194385	194385	+	Promoter
CPROM1073	194432	194432	+	Promoter
CPROM1074	194466	194468	+	Promoter
CPROM1075	194619	194619	+	Promoter
CPROM1076	194646	194646	+	Promoter
CPROM1077	194669	194669	+	Promoter
CPROM1078	194750	194750	+	Promoter
CPROM1079	194764	194764	+	Promoter
CPROM1080	194783	194784	+	Promoter
CPROM1081	194839	194839	+	Promoter
CPROM1082	194884	194884	+	Promoter
CPROM1083	194901	194901	+	Promoter
CPROM1084	194965	194965	-	Promoter
CPROM1085	195054	195054	+	Promoter
CPROM1086	195132	195132	+	Promoter
CPROM1087	195239	195239	+	Promoter
CPROM1088	195472	195472	+	Promoter
CPROM1089	195478	195485	+	Promoter
CPROM1090	195555	195555	+	Promoter
CPROM1091	195803	195803	-	Promoter
CPROM1092	195881	195881	+	Promoter
CPROM1093	196151	196151	+	Promoter
CPROM1094	196158	196159	+	Promoter
CPROM1095	196296	196296	+	Promoter
CPROM1096	196423	196423	+	Promoter
CPROM1097	196470	196470	+	Promoter
CPROM1098	196806	196806	-	Promoter
CPROM1099	196917	196917	+	Promoter
CPROM1100	196978	196978	+	Promoter
CPROM1101	197025	197026	+	Promoter
CPROM1102	197219	197219	-	Promoter
CPROM1103	197299	197299	+	Promoter
CPROM1104	197371	197371	+	Promoter
CPROM1105	197487	197487	+	Promoter
CPROM1106	197495	197495	+	Promoter
CPROM1107	197519	197519	+	Promoter
CPROM1108	197572	197572	+	Promoter
CPROM1109	197588	197588	-	Promoter
CPROM1110	197586	197590	+	Promoter
CPROM1111	197730	197730	+	Promoter
CPROM1112	197821	197821	+	Promoter
CPROM1113	197883	197883	+	Promoter
CPROM1114	198063	198063	+	Promoter
CPROM1115	198356	198356	-	Promoter
CPROM1116	198507	198507	+	Promoter
CPROM1117	198777	198777	+	Promoter
CPROM1118	198782	198782	+	Promoter
CPROM1119	198858	198858	+	Promoter
CPROM1120	198875	198881	+	Promoter
CPROM1121	198887	198893	+	Promoter
CPROM1122	198908	198908	+	Promoter
CPROM1123	198990	198990	-	Promoter
CPROM1124	199004	199012	+	Promoter
CPROM1125	199299	199299	+	Promoter
CPROM1126	199411	199411	+	Promoter
CPROM1127	199742	199742	-	Promoter
CPROM1128	199979	199980	+	Promoter
CPROM1129	199988	199988	+	Promoter
CPROM1130	199996	199996	+	Promoter
CPROM1131	200105	200105	-	Promoter
CPROM1132	200131	200138	+	Promoter
CPROM1133	200212	200216	+	Promoter
CPROM1134	200317	200317	+	Promoter
CPROM1135	200328	200328	-	Promoter
CPROM1136	200377	200377	+	Promoter
CPROM1137	200398	200399	+	Promoter
CPROM1138	200455	200455	+	Promoter
CPROM1139	200547	200547	-	Promoter
CPROM1140	200550	200550	+	Promoter
CPROM1141	200691	200691	+	Promoter
CPROM1142	200878	200878	+	Promoter
CPROM1143	200884	200884	+	Promoter
CPROM1144	200960	200960	+	Promoter
CPROM1145	201227	201227	-	Promoter
CPROM1146	201376	201376	+	Promoter
CPROM1147	201483	201484	+	Promoter
CPROM1148	201489	201489	+	Promoter
CPROM1149	201517	201517	+	Promoter
CPROM1150	201577	201577	+	Promoter
CPROM1151	201714	201717	+	Promoter
CPROM1152	201749	201749	+	Promoter
CPROM1153	201767	201767	-	Promoter
CPROM1154	202019	202019	+	Promoter
CPROM1155	202047	202047	+	Promoter
CPROM1156	202063	202063	+	Promoter
CPROM1157	202070	202081	+	Promoter
CPROM1158	202086	202087	+	Promoter
CPROM1159	202109	202110	+	Promoter
CPROM1160	202129	202130	-	Promoter
CPROM1161	202135	202136	+	Promoter
CPROM1162	202370	202372	+	Promoter
CPROM1163	202517	202517	+	Promoter
CPROM1164	202585	202585	+	Promoter
CPROM1165	202645	202645	+	Promoter
CPROM1166	202676	202676	-	Promoter
CPROM1167	202747	202747	+	Promoter
CPROM1168	202928	202928	-	Promoter
CPROM1169	203114	203116	-	Promoter
CPROM1170	203220	203220	-	Promoter
CPROM1171	203659	203659	-	Promoter
CPROM1172	203672	203672	+	Promoter
CPROM1173	203839	203839	-	Promoter
CPROM1174	204205	204205	+	Promoter
CPROM1175	204332	204332	+	Promoter
CPROM1176	204501	204501	+	Promoter
CPROM1177	204507	204507	+	Promoter
CPROM1178	205323	205323	-	Promoter
CPROM1179	206371	206371	+	Promoter
CPROM1180	206807	206807	-	Promoter
CPROM1181	206909	206911	+	Promoter
CPROM1182	207066	207066	-	Promoter
CPROM1183	207426	207426	+	Promoter
CPROM1184	207584	207584	+	Promoter
CPROM1185	207633	207634	+	Promoter
CPROM1186	207925	207925	+	Promoter
CPROM1187	208042	208042	+	Promoter
CPROM1188	208111	208111	+	Promoter
CPROM1189	208274	208276	+	Promoter
CPROM1190	208325	208326	+	Promoter
CPROM1191	208411	208412	+	Promoter
CPROM1192	208711	208711	-	Promoter
CPROM1193	208850	208850	+	Promoter
CPROM1194	209002	209002	+	Promoter
CPROM1195	209273	209273	+	Promoter
CPROM1196	209519	209519	-	Promoter
CPROM1197	209626	209626	+	Promoter
CPROM1198	209658	209658	+	Promoter
CPROM1199	210044	210044	-	Promoter
CPROM1200	210068	210068	+	Promoter
CPROM1201	210507	210507	-	Promoter
CPROM1202	211376	211376	-	Promoter
CPROM1203	211399	211399	+	Promoter
CPROM1204	211581	211581	+	Promoter
CPROM1205	211618	211618	+	Promoter
CPROM1206	211630	211630	+	Promoter
CPROM1207	211857	211858	+	Promoter
CPROM1208	211903	211903	-	Promoter
CPROM1209	211967	211967	+	Promoter
CPROM1210	211973	211973	-	Promoter
CPROM1211	212305	212306	+	Promoter
CPROM1212	213139	213139	+	Promoter
CPROM1213	213611	213611	+	Promoter
CPROM1214	213903	213903	+	Promoter
CPROM1215	213933	213933	-	Promoter
CPROM1216	214052	214052	-	Promoter
CPROM1217	214163	214163	-	Promoter
CPROM1218	214168	214170	-	Promoter
CPROM1219	214187	214187	-	Promoter
CPROM1220	214196	214199	-	Promoter
CPROM1221	214196	214196	+	Promoter
CPROM1222	214269	214271	+	Promoter
CPROM1223	214280	214280	+	Promoter
CPROM1224	214320	214320	+	Promoter
CPROM1225	214396	214396	+	Promoter
CPROM1226	214603	214603	-	Promoter
CPROM1227	214621	214621	+	Promoter
CPROM1228	214988	214989	+	Promoter
CPROM1229	215123	215123	+	Promoter
CPROM1230	215265	215265	+	Promoter
CPROM1231	215605	215605	+	Promoter
CPROM1232	215656	215656	-	Promoter
CPROM1233	215776	215776	-	Promoter
CPROM1234	215887	215887	+	Promoter
CPROM1235	215933	215933	-	Promoter
CPROM1236	216166	216166	-	Promoter
CPROM1237	216326	216326	-	Promoter
CPROM1238	216612	216612	+	Promoter
CPROM1239	216694	216694	-	Promoter
CPROM1240	216712	216712	+	Promoter
CPROM1241	216995	216995	-	Promoter
CPROM1242	217127	217127	-	Promoter
CPROM1243	217143	217143	+	Promoter
CPROM1244	217281	217282	-	Promoter
CPROM1245	217298	217298	+	Promoter
CPROM1246	218831	218831	-	Promoter
CPROM1247	218837	218837	-	Promoter
CPROM1248	218928	218928	-	Promoter
CPROM1249	218988	218988	-	Promoter
CPROM1250	219170	219170	+	Promoter
CPROM1251	219692	219692	-	Promoter
CPROM1252	219825	219825	-	Promoter
CPROM1253	219962	219962	-	Promoter
CPROM1254	219982	219982	-	Promoter
CPROM1255	219991	219991	-	Promoter
CPROM1256	220000	220000	-	Promoter
CPROM1257	220007	220007	+	Promoter
CPROM1258	220022	220022	-	Promoter
CPROM1259	220034	220034	-	Promoter
CPROM1260	220072	220074	-	Promoter
CPROM1261	220265	220265	-	Promoter
CPROM1262	220386	220386	-	Promoter
CPROM1263	220394	220394	-	Promoter
CPROM1264	220539	220543	-	Promoter
CPROM1265	220638	220638	+	Promoter
CPROM1266	220677	220677	+	Promoter
CPROM1267	220964	220964	-	Promoter
CPROM1268	220970	220970	-	Promoter
CPROM1269	220975	220975	-	Promoter
CPROM1270	221008	221009	-	Promoter
CPROM1271	221015	221019	-	Promoter
CPROM1272	221041	221041	-	Promoter
CPROM1273	221053	221053	-	Promoter
CPROM1274	221367	221367	-	Promoter
CPROM1275	221629	221629	-	Promoter
CPROM1276	221681	221681	-	Promoter
CPROM1277	221838	221838	+	Promoter
CPROM1278	221903	221903	-	Promoter
CPROM1279	221928	221928	-	Promoter
CPROM1280	222036	222036	-	Promoter
CPROM1281	222379	222379	-	Promoter
CPROM1282	222669	222669	+	Promoter
CPROM1283	222713	222715	-	Promoter
CPROM1284	222805	222806	+	Promoter
CPROM1285	223093	223093	-	Promoter
CPROM1286	223251	223251	+	Promoter
CPROM1287	223466	223466	-	Promoter
CPROM1288	223484	223485	+	Promoter
CPROM1289	223593	223594	+	Promoter
CPROM1290	223656	223656	+	Promoter
CPROM1291	223730	223730	-	Promoter
CPROM1292	223735	223735	-	Promoter
CPROM1293	223737	223737	+	Promoter
CPROM1294	223775	223775	+	Promoter
CPROM1295	223972	223972	+	Promoter
CPROM1296	224109	224109	+	Promoter
CPROM1297	224467	224467	-	Promoter
CPROM1298	225015	225016	+	Promoter
CPROM1299	225172	225172	+	Promoter
CPROM1300	225346	225348	+	Promoter
CPROM1301	225367	225367	+	Promoter
CPROM1302	225381	225381	+	Promoter
CPROM1303	225394	225394	+	Promoter
CPROM1304	225500	225500	+	Promoter
CPROM1305	225634	225637	+	Promoter
CPROM1306	225704	225704	-	Promoter
CPROM1307	225994	225994	+	Promoter
CPROM1308	226160	226160	+	Promoter
CPROM1309	226881	226881	-	Promoter
CPROM1310	227035	227035	+	Promoter
CPROM1311	227828	227828	-	Promoter
CPROM1312	228206	228206	+	Promoter
CPROM1313	228258	228258	+	Promoter
CPROM1314	228756	228756	+	Promoter
CPROM1315	228879	228879	+	Promoter
CPROM1316	228928	228928	+	Promoter
CPROM1317	229064	229064	+	Promoter
CPROM1318	229081	229081	-	Promoter
CPROM1319	229133	229135	-	Promoter
CPROM1320	229133	229133	+	Promoter
CPROM1321	229173	229173	+	Promoter
CPROM1322	229275	229275	-	Promoter
CPROM1323	229664	229664	+	Promoter
CPROM1324	229801	229801	-	Promoter
CPROM1325	229863	229863	+	Promoter
CPROM1326	229902	229902	+	Promoter
CPROM1327	230490	230490	+	Promoter
CPROM1328	230910	230912	-	Promoter
CPROM1329	230918	230918	-	Promoter
CPROM1330	230925	230925	-	Promoter
CPROM1331	231063	231064	+	Promoter
CPROM1332	231070	231075	+	Promoter
CPROM1333	231274	231280	+	Promoter
CPROM1334	231296	231296	-	Promoter
CPROM1335	231299	231299	+	Promoter
CPROM1336	231396	231396	+	Promoter
CPROM1337	231403	231407	+	Promoter
CPROM1338	231573	231573	-	Promoter
CPROM1339	231717	231717	-	Promoter
CPROM1340	231926	231926	+	Promoter
CPROM1341	232112	232112	+	Promoter
CPROM1342	232192	232192	+	Promoter
CPROM1343	232355	232355	+	Promoter
CPROM1344	232366	232366	+	Promoter
CPROM1345	232414	232414	+	Promoter
CPROM1346	232619	232619	+	Promoter
CPROM1347	232757	232757	+	Promoter
CPROM1348	232907	232907	+	Promoter
CPROM1349	232933	232933	+	Promoter
CPROM1350	233226	233226	-	Promoter
CPROM1351	233632	233632	+	Promoter
CPROM1352	233803	233803	-	Promoter
CPROM1353	233979	233988	-	Promoter
